invoice_id,customer_id,invoice_number,invoice_date,due_date,currency,amount_cents,balance_cents,status
346,27,INV-027-00346,2025-10-22,2025-11-21,USD,2253600,1393925,open
347,28,INV-028-00347,2025-11-16,2025-12-16,USD,929500,590168,open
348,28,INV-028-00348,2025-10-18,2025-11-17,USD,1060500,427006,open
349,28,INV-028-00349,2025-08-30,2025-09-29,USD,4001000,2737385,open
350,28,INV-028-00350,2025-08-11,2025-09-10,USD,4212300,1759822,disputed
351,28,INV-028-00351,2025-09-15,2025-10-15,USD,495100,373102,partially_paid
352,28,INV-028-00352,2025-10-13,2025-11-12,USD,436800,407024,open
353,28,INV-028-00353,2025-10-27,2025-11-26,USD,4982900,1846295,partially_paid
354,28,INV-028-00354,2025-09-28,2025-10-28,USD,2723500,2488514,partially_paid
355,28,INV-028-00355,2025-10-30,2025-11-29,USD,4810900,4230409,open
356,28,INV-028-00356,2025-09-04,2025-10-04,USD,1764900,707913,open
357,28,INV-028-00357,2025-08-18,2025-09-17,USD,2554500,1649675,partially_paid
358,28,INV-028-00358,2025-11-13,2025-12-13,USD,2444000,1273466,partially_paid
359,29,INV-029-00359,2025-11-02,2025-12-02,USD,779300,259305,disputed
360,29,INV-029-00360,2025-08-01,2025-08-31,USD,4645200,2412937,open
361,29,INV-029-00361,2025-08-28,2025-09-27,USD,1418000,1011557,partially_paid
362,29,INV-029-00362,2025-10-27,2025-11-26,USD,1182100,813934,disputed
363,29,INV-029-00363,2025-08-14,2025-09-13,USD,351900,222154,partially_paid
364,29,INV-029-00364,2025-08-31,2025-09-30,USD,2936400,2604704,open
365,29,INV-029-00365,2025-09-26,2025-10-26,USD,3677300,2536333,open
366,29,INV-029-00366,2025-11-14,2025-12-14,USD,3249900,1679749,partially_paid
367,29,INV-029-00367,2025-09-28,2025-10-28,USD,1054700,962176,partially_paid
368,29,INV-029-00368,2025-09-29,2025-10-29,USD,410000,308633,partially_paid
369,29,INV-029-00369,2025-11-07,2025-12-07,USD,3388100,1816289,open
370,29,INV-029-00370,2025-10-23,2025-11-22,USD,3312800,2290072,partially_paid
371,29,INV-029-00371,2025-10-05,2025-11-04,USD,1270400,717058,open
372,29,INV-029-00372,2025-07-27,2025-08-26,USD,3133600,539241,open
373,29,INV-029-00373,2025-10-09,2025-11-08,USD,2296300,1495060,partially_paid
374,30,INV-030-00374,2025-08-24,2025-09-23,USD,3015100,610822,open
375,30,INV-030-00375,2025-08-15,2025-09-14,USD,2372900,1897059,disputed
376,30,INV-030-00376,2025-11-12,2025-12-12,USD,3539800,1247371,open
377,30,INV-030-00377,2025-08-08,2025-09-07,USD,4451200,2388149,partially_paid
378,30,INV-030-00378,2025-10-07,2025-11-06,USD,3408200,2648798,partially_paid
379,30,INV-030-00379,2025-08-06,2025-09-05,USD,3584000,2195983,open
380,30,INV-030-00380,2025-10-06,2025-11-05,USD,3808100,3163270,open
381,30,INV-030-00381,2025-10-19,2025-11-18,USD,1318500,485538,disputed
382,30,INV-030-00382,2025-11-15,2025-12-15,USD,4660500,3261089,open
383,30,INV-030-00383,2025-08-19,2025-09-18,USD,4040500,3927099,disputed
384,30,INV-030-00384,2025-11-05,2025-12-05,USD,1486700,863516,open
385,31,INV-031-00385,2025-08-26,2025-09-25,USD,3303000,2184727,partially_paid
386,31,INV-031-00386,2025-10-09,2025-11-08,USD,2682000,1290117,partially_paid
387,31,INV-031-00387,2025-08-13,2025-09-12,USD,4755000,3601427,partially_paid
388,31,INV-031-00388,2025-08-20,2025-09-19,USD,4304500,3253453,partially_paid
389,31,INV-031-00389,2025-10-09,2025-11-08,USD,2653200,1771631,open
390,31,INV-031-00390,2025-08-12,2025-09-11,USD,1751400,1582401,open
391,31,INV-031-00391,2025-07-24,2025-08-23,USD,2170200,1288693,partially_paid
392,32,INV-032-00392,2025-08-14,2025-09-13,USD,569600,296562,open
393,32,INV-032-00393,2025-09-29,2025-10-29,USD,310500,268523,open
394,32,INV-032-00394,2025-11-11,2025-12-11,USD,1460200,1164960,disputed
395,32,INV-032-00395,2025-09-13,2025-10-13,USD,487100,414115,open
396,32,INV-032-00396,2025-10-05,2025-11-04,USD,4499800,2686004,open
397,32,INV-032-00397,2025-11-06,2025-12-06,USD,4985700,1215018,disputed
398,32,INV-032-00398,2025-10-24,2025-11-23,USD,4652500,2821237,open
399,33,INV-033-00399,2025-08-20,2025-09-19,USD,2199100,792132,open
400,33,INV-033-00400,2025-07-28,2025-08-27,USD,4588400,1728422,open
401,33,INV-033-00401,2025-10-01,2025-10-31,USD,2691700,2485206,open
402,33,INV-033-00402,2025-10-02,2025-11-01,USD,3751700,1242502,open
403,33,INV-033-00403,2025-10-05,2025-11-04,USD,3258100,2893057,open
404,33,INV-033-00404,2025-11-05,2025-12-05,USD,4660200,3809613,partially_paid
405,34,INV-034-00405,2025-11-04,2025-12-04,USD,3048300,2631627,partially_paid
406,34,INV-034-00406,2025-10-01,2025-10-31,USD,1406700,1015706,open
407,34,INV-034-00407,2025-09-12,2025-10-12,USD,2145600,1789165,open
408,34,INV-034-00408,2025-09-12,2025-10-12,USD,3912500,3422269,partially_paid
409,34,INV-034-00409,2025-08-04,2025-09-03,USD,3699800,3595628,open
410,34,INV-034-00410,2025-09-14,2025-10-14,USD,803300,434278,open
411,34,INV-034-00411,2025-08-25,2025-09-24,USD,2996200,962432,open
412,34,INV-034-00412,2025-09-13,2025-10-13,USD,4119400,3505962,disputed
413,34,INV-034-00413,2025-09-02,2025-10-02,USD,698600,451511,open
414,34,INV-034-00414,2025-10-30,2025-11-29,USD,1926600,1560398,disputed
415,35,INV-035-00415,2025-08-30,2025-09-29,USD,1344200,700854,open
416,35,INV-035-00416,2025-11-04,2025-12-04,USD,2155200,905090,open
417,35,INV-035-00417,2025-10-02,2025-11-01,USD,1840200,1437878,disputed
418,35,INV-035-00418,2025-08-29,2025-09-28,USD,576500,463341,partially_paid
419,35,INV-035-00419,2025-11-01,2025-12-01,USD,2558000,1364131,open
420,35,INV-035-00420,2025-09-08,2025-10-08,USD,1256100,342912,open
421,35,INV-035-00421,2025-09-06,2025-10-06,USD,3023000,2220075,open
422,35,INV-035-00422,2025-09-08,2025-10-08,USD,2469300,1701976,disputed
423,35,INV-035-00423,2025-08-22,2025-09-21,USD,460000,210668,open
424,35,INV-035-00424,2025-10-18,2025-11-17,USD,1819400,214916,partially_paid
425,35,INV-035-00425,2025-09-23,2025-10-23,USD,3896300,621759,open
426,36,INV-036-00426,2025-10-30,2025-11-29,USD,2949100,1824406,partially_paid
427,36,INV-036-00427,2025-10-03,2025-11-02,USD,208200,153936,partially_paid
428,36,INV-036-00428,2025-10-04,2025-11-03,USD,728500,590372,open
429,36,INV-036-00429,2025-11-06,2025-12-06,USD,3131500,850081,partially_paid
430,36,INV-036-00430,2025-10-11,2025-11-10,USD,1240900,1103337,open
431,36,INV-036-00431,2025-09-30,2025-10-30,USD,3988700,2867962,open
432,36,INV-036-00432,2025-09-21,2025-10-21,USD,2958600,871300,open
433,36,INV-036-00433,2025-08-31,2025-09-30,USD,2814900,2036741,disputed
434,36,INV-036-00434,2025-11-13,2025-12-13,USD,3545800,3136832,disputed
435,36,INV-036-00435,2025-08-16,2025-09-15,USD,2829300,2442452,partially_paid
436,36,INV-036-00436,2025-10-12,2025-11-11,USD,4542700,4008546,partially_paid
437,36,INV-036-00437,2025-11-10,2025-12-10,USD,935200,292575,open
438,37,INV-037-00438,2025-09-03,2025-10-03,USD,929600,815115,open
439,37,INV-037-00439,2025-08-01,2025-08-31,USD,2750000,1503057,open
440,37,INV-037-00440,2025-09-13,2025-10-13,USD,3496300,2690011,partially_paid
441,37,INV-037-00441,2025-09-30,2025-10-30,USD,592700,517388,open
442,37,INV-037-00442,2025-08-07,2025-09-06,USD,320000,162608,open
443,37,INV-037-00443,2025-07-29,2025-08-28,USD,2097800,1037548,open
444,37,INV-037-00444,2025-09-09,2025-10-09,USD,4836400,4788723,open
445,37,INV-037-00445,2025-10-07,2025-11-06,USD,752000,596445,open
446,37,INV-037-00446,2025-07-26,2025-08-25,USD,4368000,2286247,partially_paid
447,37,INV-037-00447,2025-07-29,2025-08-28,USD,4593900,2089950,open
448,37,INV-037-00448,2025-11-02,2025-12-02,USD,4922100,4241168,open
449,37,INV-037-00449,2025-09-20,2025-10-20,USD,3832000,2718497,partially_paid
450,37,INV-037-00450,2025-07-29,2025-08-28,USD,3900400,2071743,partially_paid
451,37,INV-037-00451,2025-09-18,2025-10-18,USD,2996400,1017573,open
452,37,INV-037-00452,2025-10-03,2025-11-02,USD,1781000,371853,partially_paid
453,37,INV-037-00453,2025-10-27,2025-11-26,USD,3413000,2651115,open
454,38,INV-038-00454,2025-09-09,2025-10-09,USD,3527200,1390196,partially_paid
455,38,INV-038-00455,2025-10-23,2025-11-22,USD,643400,413781,open
456,38,INV-038-00456,2025-09-25,2025-10-25,USD,4421500,4372418,open
457,38,INV-038-00457,2025-08-02,2025-09-01,USD,4075900,3298264,open
458,38,INV-038-00458,2025-10-07,2025-11-06,USD,2656500,1557351,open
459,38,INV-038-00459,2025-09-23,2025-10-23,USD,2919700,2141057,disputed
460,38,INV-038-00460,2025-10-22,2025-11-21,USD,530600,325862,open
461,38,INV-038-00461,2025-07-24,2025-08-23,USD,1500600,243930,partially_paid
462,38,INV-038-00462,2025-09-20,2025-10-20,USD,3762200,1605617,partially_paid
463,38,INV-038-00463,2025-08-21,2025-09-20,USD,3669300,3125827,partially_paid
464,38,INV-038-00464,2025-10-16,2025-11-15,USD,248900,96606,partially_paid
465,38,INV-038-00465,2025-09-28,2025-10-28,USD,1899900,811544,disputed
466,38,INV-038-00466,2025-10-08,2025-11-07,USD,4745000,3866317,partially_paid
467,38,INV-038-00467,2025-11-03,2025-12-03,USD,948500,798328,disputed
468,38,INV-038-00468,2025-08-19,2025-09-18,USD,2458800,1909967,open
469,38,INV-038-00469,2025-08-13,2025-09-12,USD,2952600,2562107,partially_paid
470,39,INV-039-00470,2025-08-25,2025-09-24,USD,2793900,1180774,open
471,39,INV-039-00471,2025-10-30,2025-11-29,USD,309300,215133,open
472,39,INV-039-00472,2025-08-03,2025-09-02,USD,4877800,2429058,open
473,39,INV-039-00473,2025-11-13,2025-12-13,USD,437800,294339,open
474,39,INV-039-00474,2025-10-17,2025-11-16,USD,4806700,4103514,open
475,39,INV-039-00475,2025-07-27,2025-08-26,USD,3761800,971067,partially_paid
476,39,INV-039-00476,2025-09-24,2025-10-24,USD,4638600,667901,open
477,39,INV-039-00477,2025-10-23,2025-11-22,USD,647800,563487,partially_paid
478,39,INV-039-00478,2025-08-26,2025-09-25,USD,2442300,1824863,open
479,39,INV-039-00479,2025-10-31,2025-11-30,USD,3759500,3450434,partially_paid
480,40,INV-040-00480,2025-11-10,2025-12-10,USD,3290800,823539,open
481,40,INV-040-00481,2025-11-16,2025-12-16,USD,3818200,2012197,open
482,40,INV-040-00482,2025-09-18,2025-10-18,USD,898200,435568,partially_paid
483,40,INV-040-00483,2025-08-20,2025-09-19,USD,2313300,1872045,partially_paid
484,40,INV-040-00484,2025-10-14,2025-11-13,USD,469000,442645,open
485,40,INV-040-00485,2025-09-07,2025-10-07,USD,2651900,2081806,open
486,40,INV-040-00486,2025-09-01,2025-10-01,USD,2311900,1436505,partially_paid
487,40,INV-040-00487,2025-09-23,2025-10-23,USD,326200,302800,open
488,40,INV-040-00488,2025-10-01,2025-10-31,USD,4478800,3531263,partially_paid
489,40,INV-040-00489,2025-08-19,2025-09-18,USD,3308500,2265043,open
490,40,INV-040-00490,2025-11-10,2025-12-10,USD,2444900,1392663,disputed
491,40,INV-040-00491,2025-10-20,2025-11-19,USD,4761900,4341001,open
492,40,INV-040-00492,2025-08-05,2025-09-04,USD,1229500,886160,open
493,40,INV-040-00493,2025-11-11,2025-12-11,USD,3890200,2793012,open
494,40,INV-040-00494,2025-11-17,2025-12-17,USD,4625400,3694447,partially_paid
495,40,INV-040-00495,2025-10-06,2025-11-05,USD,1233500,1054274,open
496,40,INV-040-00496,2025-10-08,2025-11-07,USD,2156700,1400885,open
497,40,INV-040-00497,2025-09-27,2025-10-27,USD,1234500,305042,partially_paid
498,40,INV-040-00498,2025-09-06,2025-10-06,USD,4799100,3724233,disputed
499,40,INV-040-00499,2025-08-23,2025-09-22,USD,3037800,2886531,partially_paid
500,41,INV-041-00500,2025-09-11,2025-10-11,USD,3348000,1299196,partially_paid
501,41,INV-041-00501,2025-09-20,2025-10-20,USD,3730300,3495884,partially_paid
502,41,INV-041-00502,2025-11-17,2025-12-17,USD,2452300,1387467,partially_paid
503,41,INV-041-00503,2025-08-21,2025-09-20,USD,1843600,1511494,open
504,41,INV-041-00504,2025-10-14,2025-11-13,USD,885500,771362,disputed
505,41,INV-041-00505,2025-09-23,2025-10-23,USD,924300,748921,partially_paid
506,41,INV-041-00506,2025-10-11,2025-11-10,USD,2891000,1415490,open
507,41,INV-041-00507,2025-10-10,2025-11-09,USD,3436900,988322,partially_paid
508,41,INV-041-00508,2025-09-05,2025-10-05,USD,1827900,1149491,disputed
509,41,INV-041-00509,2025-10-13,2025-11-12,USD,2809600,2427109,partially_paid
510,41,INV-041-00510,2025-10-22,2025-11-21,USD,287000,166514,partially_paid
511,41,INV-041-00511,2025-08-19,2025-09-18,USD,4976400,3203277,open
512,41,INV-041-00512,2025-08-05,2025-09-04,USD,4139000,1032415,disputed
513,41,INV-041-00513,2025-08-02,2025-09-01,USD,2145600,743967,open
514,41,INV-041-00514,2025-08-04,2025-09-03,USD,2550100,1636626,open
515,41,INV-041-00515,2025-08-10,2025-09-09,USD,4996600,2392808,disputed
516,42,INV-042-00516,2025-08-27,2025-09-26,USD,1523300,1263115,open
517,42,INV-042-00517,2025-07-29,2025-08-28,USD,2876200,505637,partially_paid
518,42,INV-042-00518,2025-11-04,2025-12-04,USD,1122100,1016977,disputed
519,42,INV-042-00519,2025-09-14,2025-10-14,USD,4675700,3900970,open
520,42,INV-042-00520,2025-08-14,2025-09-13,USD,2642300,1002602,disputed
521,42,INV-042-00521,2025-07-30,2025-08-29,USD,2238900,876153,open
522,42,INV-042-00522,2025-10-18,2025-11-17,USD,769800,630586,partially_paid
523,42,INV-042-00523,2025-11-11,2025-12-11,USD,3395400,2694725,open
524,42,INV-042-00524,2025-09-06,2025-10-06,USD,1439200,277143,disputed
525,42,INV-042-00525,2025-08-26,2025-09-25,USD,2256600,2081879,disputed
526,43,INV-043-00526,2025-08-24,2025-09-23,USD,3152300,2737317,open
527,43,INV-043-00527,2025-11-06,2025-12-06,USD,4295300,2241285,open
528,43,INV-043-00528,2025-11-16,2025-12-16,USD,3744000,677367,partially_paid
529,43,INV-043-00529,2025-09-18,2025-10-18,USD,4494600,3167644,open
530,43,INV-043-00530,2025-09-18,2025-10-18,USD,3682000,2195975,partially_paid
531,43,INV-043-00531,2025-09-13,2025-10-13,USD,1896800,1608550,disputed
532,43,INV-043-00532,2025-08-05,2025-09-04,USD,3970700,2230451,open
533,43,INV-043-00533,2025-08-21,2025-09-20,USD,596100,231530,open
534,43,INV-043-00534,2025-11-20,2025-12-20,USD,2303100,1264663,disputed
535,44,INV-044-00535,2025-09-01,2025-10-01,USD,3888500,1366418,open
536,44,INV-044-00536,2025-08-23,2025-09-22,USD,1084800,1019692,open
537,44,INV-044-00537,2025-09-10,2025-10-10,USD,4647600,3667784,open
538,44,INV-044-00538,2025-09-22,2025-10-22,USD,3067700,1484456,disputed
539,44,INV-044-00539,2025-08-23,2025-09-22,USD,1379500,1233512,disputed
540,44,INV-044-00540,2025-09-04,2025-10-04,USD,1671900,984010,partially_paid
541,44,INV-044-00541,2025-10-17,2025-11-16,USD,2851400,1980276,open
542,44,INV-044-00542,2025-11-04,2025-12-04,USD,4946600,3962108,partially_paid
543,44,INV-044-00543,2025-10-15,2025-11-14,USD,4179100,3262829,disputed
544,44,INV-044-00544,2025-11-17,2025-12-17,USD,3929200,3859115,open
545,44,INV-044-00545,2025-11-06,2025-12-06,USD,4722600,3477104,open
546,44,INV-044-00546,2025-08-10,2025-09-09,USD,3576900,2434191,open
547,44,INV-044-00547,2025-07-27,2025-08-26,USD,2935600,2380839,open
548,44,INV-044-00548,2025-09-26,2025-10-26,USD,365700,261100,open
549,44,INV-044-00549,2025-11-06,2025-12-06,USD,800900,643797,open
550,44,INV-044-00550,2025-09-15,2025-10-15,USD,572200,512508,open
551,44,INV-044-00551,2025-10-20,2025-11-19,USD,3424700,1365498,open
552,44,INV-044-00552,2025-08-07,2025-09-06,USD,1570400,1113249,disputed
553,44,INV-044-00553,2025-10-29,2025-11-28,USD,1500100,471764,open
554,45,INV-045-00554,2025-08-15,2025-09-14,USD,3398000,3159977,partially_paid
555,45,INV-045-00555,2025-08-19,2025-09-18,USD,4743000,2905750,partially_paid
556,45,INV-045-00556,2025-08-27,2025-09-26,USD,2316400,1243162,open
557,45,INV-045-00557,2025-08-31,2025-09-30,USD,4096500,3393512,partially_paid
558,45,INV-045-00558,2025-11-05,2025-12-05,USD,4936500,2203243,open
559,45,INV-045-00559,2025-11-17,2025-12-17,USD,787700,699438,disputed
560,45,INV-045-00560,2025-08-02,2025-09-01,USD,1420500,1187235,open
561,45,INV-045-00561,2025-09-01,2025-10-01,USD,2285500,1327850,open
562,45,INV-045-00562,2025-09-11,2025-10-11,USD,4089200,2464743,partially_paid
563,45,INV-045-00563,2025-09-30,2025-10-30,USD,2633800,920812,partially_paid
564,45,INV-045-00564,2025-10-27,2025-11-26,USD,693300,494124,partially_paid
565,45,INV-045-00565,2025-10-22,2025-11-21,USD,1842800,1102016,open
566,45,INV-045-00566,2025-09-30,2025-10-30,USD,3206200,1334208,partially_paid
567,45,INV-045-00567,2025-09-25,2025-10-25,USD,4310700,3838671,partially_paid
568,45,INV-045-00568,2025-10-15,2025-11-14,USD,3504500,1256540,open
569,45,INV-045-00569,2025-11-14,2025-12-14,USD,667500,513196,disputed
570,46,INV-046-00570,2025-08-18,2025-09-17,USD,228700,40049,partially_paid
571,46,INV-046-00571,2025-11-05,2025-12-05,USD,4297500,4151284,partially_paid
572,46,INV-046-00572,2025-11-17,2025-12-17,USD,4848900,2560976,open
573,46,INV-046-00573,2025-10-05,2025-11-04,USD,3063500,2928317,open
574,46,INV-046-00574,2025-09-07,2025-10-07,USD,4632700,1093275,open
575,46,INV-046-00575,2025-10-10,2025-11-09,USD,4786300,4045404,partially_paid
576,46,INV-046-00576,2025-08-04,2025-09-03,USD,4246900,1241875,open
577,47,INV-047-00577,2025-09-16,2025-10-16,USD,754300,446298,partially_paid
578,47,INV-047-00578,2025-10-13,2025-11-12,USD,2305700,1087716,partially_paid
579,47,INV-047-00579,2025-09-04,2025-10-04,USD,945200,362958,open
580,47,INV-047-00580,2025-08-03,2025-09-02,USD,1308500,817290,open
581,47,INV-047-00581,2025-09-12,2025-10-12,USD,1573100,630090,partially_paid
582,47,INV-047-00582,2025-10-14,2025-11-13,USD,1038600,451838,open
583,47,INV-047-00583,2025-07-29,2025-08-28,USD,758100,480199,partially_paid
584,47,INV-047-00584,2025-09-21,2025-10-21,USD,1602200,1094092,disputed
585,47,INV-047-00585,2025-08-26,2025-09-25,USD,2439400,419718,partially_paid
586,47,INV-047-00586,2025-11-08,2025-12-08,USD,2477800,1076310,disputed
587,47,INV-047-00587,2025-08-22,2025-09-21,USD,1796000,381255,partially_paid
588,47,INV-047-00588,2025-09-28,2025-10-28,USD,604200,321324,open
589,47,INV-047-00589,2025-10-23,2025-11-22,USD,949300,263519,partially_paid
590,48,INV-048-00590,2025-09-06,2025-10-06,USD,4931500,2306937,partially_paid
591,48,INV-048-00591,2025-10-07,2025-11-06,USD,4361200,1898438,partially_paid
592,48,INV-048-00592,2025-10-09,2025-11-08,USD,1245000,780850,open
593,48,INV-048-00593,2025-09-05,2025-10-05,USD,3569100,1290311,open
594,48,INV-048-00594,2025-09-27,2025-10-27,USD,3062100,1880194,open
595,48,INV-048-00595,2025-11-15,2025-12-15,USD,3570900,1829803,partially_paid
596,48,INV-048-00596,2025-09-30,2025-10-30,USD,2035000,952775,partially_paid
597,48,INV-048-00597,2025-08-03,2025-09-02,USD,3337100,783702,partially_paid
598,48,INV-048-00598,2025-09-25,2025-10-25,USD,4512300,3758168,open
599,48,INV-048-00599,2025-09-28,2025-10-28,USD,4908000,3900961,open
600,48,INV-048-00600,2025-09-28,2025-10-28,USD,3428400,2290020,disputed
601,48,INV-048-00601,2025-09-02,2025-10-02,USD,2015700,953096,open
602,48,INV-048-00602,2025-08-07,2025-09-06,USD,3225400,686413,open
603,48,INV-048-00603,2025-11-14,2025-12-14,USD,3402100,2653123,partially_paid
604,48,INV-048-00604,2025-10-02,2025-11-01,USD,1502900,928891,open
605,48,INV-048-00605,2025-11-17,2025-12-17,USD,1069300,973848,partially_paid
606,49,INV-049-00606,2025-10-28,2025-11-27,USD,1424200,981360,open
607,49,INV-049-00607,2025-10-24,2025-11-23,USD,250700,181846,partially_paid
608,49,INV-049-00608,2025-10-13,2025-11-12,USD,3916700,2573330,open
609,49,INV-049-00609,2025-09-16,2025-10-16,USD,841100,535222,open
610,49,INV-049-00610,2025-09-24,2025-10-24,USD,1207300,629369,disputed
611,49,INV-049-00611,2025-10-25,2025-11-24,USD,2187800,1613312,open
612,49,INV-049-00612,2025-09-28,2025-10-28,USD,2684900,1386032,open
613,49,INV-049-00613,2025-09-23,2025-10-23,USD,1796600,1126767,partially_paid
614,49,INV-049-00614,2025-10-30,2025-11-29,USD,1985700,1412399,open
615,49,INV-049-00615,2025-11-05,2025-12-05,USD,2436600,963334,partially_paid
616,49,INV-049-00616,2025-10-07,2025-11-06,USD,855900,542667,partially_paid
617,49,INV-049-00617,2025-11-06,2025-12-06,USD,4290200,3724448,open
618,49,INV-049-00618,2025-11-15,2025-12-15,USD,751500,79280,partially_paid
619,49,INV-049-00619,2025-08-29,2025-09-28,USD,3903800,3124388,partially_paid
620,49,INV-049-00620,2025-08-01,2025-08-31,USD,847700,296382,disputed
621,49,INV-049-00621,2025-08-03,2025-09-02,USD,4059900,2903101,open
622,49,INV-049-00622,2025-08-01,2025-08-31,USD,591700,345386,disputed
623,50,INV-050-00623,2025-09-20,2025-10-20,USD,2928100,2578832,partially_paid
624,50,INV-050-00624,2025-11-12,2025-12-12,USD,3295100,1799730,open
625,50,INV-050-00625,2025-09-13,2025-10-13,USD,4720300,3414633,open
626,50,INV-050-00626,2025-09-19,2025-10-19,USD,668300,193480,disputed
627,50,INV-050-00627,2025-09-29,2025-10-29,USD,4144900,3566404,open
628,50,INV-050-00628,2025-07-25,2025-08-24,USD,886900,372388,open
