payment_id,invoice_id,customer_id,payment_date,amount_cents,method,reference_number,applied
471,237.0,19,2025-10-29,210415,Card,REF-000471,True
472,237.0,19,2025-11-11,158453,ACH,REF-000472,True
473,237.0,19,2025-10-11,193335,Wire,REF-000473,True
474,238.0,19,2025-11-13,150067,Check,REF-000474,True
475,238.0,19,2025-11-13,155817,Check,REF-000475,True
476,238.0,19,2025-10-17,284317,Card,REF-000476,True
477,239.0,19,2026-01-23,520186,ACH,REF-000477,True
478,239.0,19,2026-01-10,376354,Check,REF-000478,True
479,239.0,19,2025-11-24,316387,Wire,REF-000479,True
480,240.0,19,2025-12-17,124714,Card,REF-000480,True
481,240.0,19,2026-01-15,54087,Check,REF-000481,True
482,240.0,19,2025-12-15,63064,ACH,REF-000482,True
483,241.0,20,2025-09-29,1062402,Check,REF-000483,True
484,242.0,20,2025-11-11,161277,Check,REF-000484,True
485,242.0,20,2025-12-10,111963,Check,REF-000485,True
486,243.0,20,2025-10-22,215350,Check,REF-000486,True
487,243.0,20,2025-11-06,153526,Wire,REF-000487,True
488,243.0,20,2025-11-26,149197,Check,REF-000488,True
489,244.0,20,2025-12-06,976235,Wire,REF-000489,True
490,244.0,20,2025-10-12,863788,Wire,REF-000490,True
491,245.0,20,2025-12-16,744930,Check,REF-000491,True
492,245.0,20,2025-10-26,1176927,Wire,REF-000492,True
493,246.0,20,2025-12-22,30061,Check,REF-000493,True
494,246.0,20,2025-11-08,22440,Wire,REF-000494,True
495,247.0,20,2025-09-13,491217,Card,REF-000495,True
496,247.0,20,2025-08-23,547287,Wire,REF-000496,True
497,248.0,20,2025-11-18,506765,Card,REF-000497,True
498,248.0,20,2026-01-08,258898,Check,REF-000498,True
499,248.0,20,2025-11-30,330749,Card,REF-000499,True
500,249.0,20,2025-10-03,1209691,Check,REF-000500,True
501,249.0,20,2025-10-07,968671,Wire,REF-000501,True
502,249.0,20,2025-09-25,864185,ACH,REF-000502,True
503,250.0,20,2025-12-09,779335,Wire,REF-000503,True
504,250.0,20,2025-12-08,362965,ACH,REF-000504,True
505,250.0,20,2025-12-09,1144670,Card,REF-000505,True
506,251.0,20,2025-08-29,30432,Check,REF-000506,True
507,251.0,20,2025-09-15,38373,Wire,REF-000507,True
508,252.0,20,2025-09-21,932997,Card,REF-000508,True
509,253.0,20,2025-12-28,1554195,Wire,REF-000509,True
510,254.0,20,2025-09-23,541275,Card,REF-000510,True
511,254.0,20,2025-09-09,301531,ACH,REF-000511,True
512,254.0,20,2025-09-24,401163,Check,REF-000512,True
513,255.0,20,2025-11-10,437499,Card,REF-000513,True
514,256.0,20,2025-10-15,445294,Check,REF-000514,True
515,256.0,20,2025-09-30,234367,Wire,REF-000515,True
516,256.0,20,2025-10-19,258242,Wire,REF-000516,True
517,257.0,20,2025-12-01,741077,ACH,REF-000517,True
518,258.0,20,2026-01-12,371512,ACH,REF-000518,True
519,258.0,20,2025-11-27,109410,ACH,REF-000519,True
520,258.0,20,2026-01-18,342213,Wire,REF-000520,True
521,259.0,20,2025-12-29,53193,Wire,REF-000521,True
522,260.0,21,2025-11-25,826539,ACH,REF-000522,True
523,260.0,21,2025-11-23,721917,Check,REF-000523,True
524,261.0,21,2025-10-08,663857,ACH,REF-000524,True
525,262.0,21,2025-08-02,68900,Wire,REF-000525,True
526,262.0,21,2025-10-02,25106,Card,REF-000526,True
527,262.0,21,2025-09-13,24138,Wire,REF-000527,True
528,263.0,21,2025-12-13,1403905,Card,REF-000528,True
529,264.0,21,2025-09-03,64508,Card,REF-000529,True
530,264.0,21,2025-08-26,14148,Check,REF-000530,True
531,264.0,21,2025-10-03,34824,Check,REF-000531,True
532,265.0,21,2025-11-17,566408,ACH,REF-000532,True
533,265.0,21,2025-12-19,316282,ACH,REF-000533,True
534,265.0,21,2025-11-19,313850,Wire,REF-000534,True
535,266.0,21,2025-12-15,90993,Wire,REF-000535,True
536,266.0,21,2026-01-02,43578,Check,REF-000536,True
537,266.0,21,2025-11-07,152565,Card,REF-000537,True
538,267.0,22,2025-11-17,604309,ACH,REF-000538,True
539,267.0,22,2025-10-17,284509,ACH,REF-000539,True
540,267.0,22,2025-11-16,206940,Card,REF-000540,True
541,268.0,22,2025-10-03,220651,Card,REF-000541,True
542,268.0,22,2025-09-02,245261,Card,REF-000542,True
543,269.0,22,2026-01-02,256424,Card,REF-000543,True
544,269.0,22,2026-01-06,139379,Check,REF-000544,True
545,269.0,22,2026-01-13,401801,ACH,REF-000545,True
546,270.0,22,2025-11-21,320385,Card,REF-000546,True
547,270.0,22,2025-11-04,253492,Card,REF-000547,True
548,270.0,22,2025-11-21,696847,Wire,REF-000548,True
549,271.0,22,2025-08-15,13518,Wire,REF-000549,True
550,271.0,22,2025-08-18,40589,Card,REF-000550,True
551,272.0,22,2025-12-10,105077,Wire,REF-000551,True
552,272.0,22,2025-11-28,108190,Card,REF-000552,True
553,272.0,22,2026-01-10,294187,Check,REF-000553,True
554,273.0,22,2025-10-20,968067,ACH,REF-000554,True
555,273.0,22,2025-10-19,231911,Wire,REF-000555,True
556,273.0,22,2025-09-15,616432,Check,REF-000556,True
557,274.0,22,2025-12-20,689614,Check,REF-000557,True
558,275.0,22,2025-11-10,74486,Check,REF-000558,True
559,275.0,22,2025-12-19,175934,Check,REF-000559,True
560,276.0,22,2025-08-21,400845,Card,REF-000560,True
561,276.0,22,2025-08-12,140097,Wire,REF-000561,True
562,276.0,22,2025-08-17,169678,Check,REF-000562,True
563,277.0,23,2025-09-03,473901,Wire,REF-000563,True
564,278.0,23,2025-09-15,204371,Wire,REF-000564,True
565,278.0,23,2025-09-03,273623,Card,REF-000565,True
566,278.0,23,2025-08-19,279182,ACH,REF-000566,True
567,279.0,23,2025-09-06,92859,Check,REF-000567,True
568,279.0,23,2025-08-18,71528,Card,REF-000568,True
569,280.0,23,2025-08-05,50867,Wire,REF-000569,True
570,280.0,23,2025-09-27,189927,ACH,REF-000570,True
571,281.0,23,2025-10-19,744978,Check,REF-000571,True
572,281.0,23,2025-12-06,647705,Wire,REF-000572,True
573,281.0,23,2025-12-08,1141148,Wire,REF-000573,True
574,282.0,23,2025-10-29,263588,Check,REF-000574,True
575,283.0,23,2025-10-29,93604,Wire,REF-000575,True
576,283.0,23,2025-10-24,367917,ACH,REF-000576,True
577,284.0,23,2025-11-16,153584,ACH,REF-000577,True
578,284.0,23,2025-10-25,142885,Wire,REF-000578,True
579,285.0,23,2025-09-09,968211,Wire,REF-000579,True
580,286.0,23,2025-10-13,1650681,Wire,REF-000580,True
581,287.0,23,2025-12-21,2032825,ACH,REF-000581,True
582,288.0,23,2025-08-23,451115,Wire,REF-000582,True
583,288.0,23,2025-09-14,802775,Check,REF-000583,True
584,289.0,23,2025-11-19,138960,Check,REF-000584,True
585,290.0,23,2025-09-03,18407,ACH,REF-000585,True
586,290.0,23,2025-10-15,16633,Card,REF-000586,True
587,290.0,23,2025-10-02,47975,Card,REF-000587,True
588,291.0,23,2025-09-24,1024110,Wire,REF-000588,True
589,291.0,23,2025-09-22,371200,Check,REF-000589,True
590,291.0,23,2025-08-31,396642,ACH,REF-000590,True
591,292.0,23,2025-11-22,457963,Check,REF-000591,True
592,292.0,23,2025-10-11,1548195,Check,REF-000592,True
593,293.0,23,2025-12-04,829620,ACH,REF-000593,True
594,293.0,23,2025-12-23,997851,Card,REF-000594,True
595,294.0,23,2025-11-08,26350,Check,REF-000595,True
596,294.0,23,2025-11-15,21008,ACH,REF-000596,True
597,295.0,23,2025-12-27,52156,Check,REF-000597,True
598,295.0,23,2025-12-04,61851,Card,REF-000598,True
599,296.0,23,2025-12-06,261004,Card,REF-000599,True
600,296.0,23,2025-12-11,723901,Check,REF-000600,True
601,297.0,24,2025-09-22,669719,Card,REF-000601,True
602,298.0,24,2025-12-15,126294,Wire,REF-000602,True
603,298.0,24,2025-11-24,211285,Check,REF-000603,True
604,299.0,24,2025-10-02,460865,Check,REF-000604,True
605,300.0,24,2025-09-29,256176,Check,REF-000605,True
606,301.0,24,2025-10-15,551670,Card,REF-000606,True
607,301.0,24,2025-11-21,210835,Wire,REF-000607,True
608,301.0,24,2025-10-08,504617,Wire,REF-000608,True
609,302.0,24,2025-09-14,1097412,Check,REF-000609,True
610,302.0,24,2025-08-30,344930,Wire,REF-000610,True
611,302.0,24,2025-09-11,564614,Wire,REF-000611,True
612,303.0,24,2025-09-15,206263,ACH,REF-000612,True
613,304.0,24,2025-10-30,377885,Wire,REF-000613,True
614,304.0,24,2025-09-28,625525,Wire,REF-000614,True
615,305.0,24,2025-11-10,110939,Check,REF-000615,True
616,305.0,24,2025-12-03,180660,Card,REF-000616,True
617,306.0,24,2025-11-22,915663,ACH,REF-000617,True
618,306.0,24,2025-11-18,3019766,Wire,REF-000618,True
619,307.0,24,2025-08-18,120452,Wire,REF-000619,True
620,307.0,24,2025-09-20,240010,Card,REF-000620,True
621,308.0,24,2025-12-17,159274,Check,REF-000621,True
622,308.0,24,2025-12-16,73042,ACH,REF-000622,True
623,308.0,24,2025-11-09,117866,ACH,REF-000623,True
624,309.0,24,2025-09-10,916954,ACH,REF-000624,True
625,310.0,24,2026-01-10,67939,Wire,REF-000625,True
626,310.0,24,2026-01-09,90825,Wire,REF-000626,True
627,310.0,24,2025-12-23,76982,Check,REF-000627,True
628,311.0,24,2025-10-09,4529,Wire,REF-000628,True
629,311.0,24,2025-09-28,8308,Card,REF-000629,True
630,312.0,25,2025-10-19,223884,Check,REF-000630,True
631,313.0,25,2025-09-29,418424,Check,REF-000631,True
632,313.0,25,2025-10-05,295203,ACH,REF-000632,True
633,314.0,25,2025-08-30,831778,Check,REF-000633,True
634,314.0,25,2025-10-31,1290917,ACH,REF-000634,True
635,315.0,25,2025-12-25,202536,Wire,REF-000635,True
636,315.0,25,2025-12-21,640722,ACH,REF-000636,True
637,316.0,25,2025-10-06,142817,Check,REF-000637,True
638,316.0,25,2025-10-24,105456,Check,REF-000638,True
639,316.0,25,2025-10-10,97261,Card,REF-000639,True
640,317.0,25,2025-12-30,70229,Card,REF-000640,True
641,317.0,25,2026-01-20,93174,Card,REF-000641,True
642,317.0,25,2026-01-20,75694,Check,REF-000642,True
643,318.0,25,2025-12-15,68510,Check,REF-000643,True
644,318.0,25,2025-12-03,154257,ACH,REF-000644,True
645,319.0,25,2025-11-10,596788,Card,REF-000645,True
646,319.0,25,2025-11-03,152659,ACH,REF-000646,True
647,319.0,25,2025-11-23,547792,Check,REF-000647,True
648,320.0,26,2025-10-16,552451,ACH,REF-000648,True
649,321.0,26,2025-12-12,330603,Card,REF-000649,True
650,321.0,26,2025-11-15,55866,Check,REF-000650,True
651,321.0,26,2025-12-08,184659,Wire,REF-000651,True
652,322.0,26,2025-11-16,785839,Wire,REF-000652,True
653,322.0,26,2025-10-10,408912,ACH,REF-000653,True
654,322.0,26,2025-10-12,287366,ACH,REF-000654,True
655,323.0,26,2025-12-05,86810,ACH,REF-000655,True
656,323.0,26,2025-12-20,36048,ACH,REF-000656,True
657,323.0,26,2026-01-03,80456,Check,REF-000657,True
658,324.0,26,2025-10-28,471908,Card,REF-000658,True
659,324.0,26,2025-10-28,581526,Check,REF-000659,True
660,324.0,26,2025-11-16,781182,Wire,REF-000660,True
661,325.0,26,2025-12-24,730715,ACH,REF-000661,True
662,326.0,26,2025-12-08,137072,Check,REF-000662,True
663,327.0,26,2025-09-13,1279467,Card,REF-000663,True
664,328.0,26,2025-11-09,213324,Wire,REF-000664,True
665,328.0,26,2025-11-18,639179,ACH,REF-000665,True
666,329.0,26,2025-09-17,461644,ACH,REF-000666,True
667,329.0,26,2025-08-09,298333,Card,REF-000667,True
668,329.0,26,2025-08-22,245122,ACH,REF-000668,True
669,330.0,26,2025-09-27,152868,Wire,REF-000669,True
670,330.0,26,2025-11-18,81795,Check,REF-000670,True
671,330.0,26,2025-11-15,99678,Check,REF-000671,True
672,331.0,26,2025-11-19,325102,ACH,REF-000672,True
673,332.0,26,2025-12-28,1269024,Card,REF-000673,True
674,332.0,26,2025-11-24,1052729,Wire,REF-000674,True
675,333.0,26,2025-10-09,1740431,ACH,REF-000675,True
676,334.0,26,2025-09-20,86119,Card,REF-000676,True
677,334.0,26,2025-08-13,65762,Card,REF-000677,True
678,335.0,26,2025-10-07,452272,ACH,REF-000678,True
679,335.0,26,2025-10-17,1739309,Check,REF-000679,True
680,336.0,26,2026-01-03,1401452,ACH,REF-000680,True
681,336.0,26,2025-12-12,1526157,Wire,REF-000681,True
682,337.0,27,2025-11-13,61027,Card,REF-000682,True
683,337.0,27,2026-01-05,182381,Check,REF-000683,True
684,338.0,27,2025-09-23,34782,Check,REF-000684,True
685,338.0,27,2025-10-13,52394,ACH,REF-000685,True
686,338.0,27,2025-09-19,44405,ACH,REF-000686,True
687,339.0,27,2025-11-29,1154187,ACH,REF-000687,True
688,340.0,27,2025-08-29,26451,ACH,REF-000688,True
689,340.0,27,2025-09-03,6848,ACH,REF-000689,True
690,340.0,27,2025-10-10,12299,ACH,REF-000690,True
691,341.0,27,2025-10-08,273279,Check,REF-000691,True
692,341.0,27,2025-09-23,416602,ACH,REF-000692,True
693,342.0,27,2025-12-20,1354150,ACH,REF-000693,True
694,343.0,27,2025-09-23,585905,Card,REF-000694,True
695,343.0,27,2025-09-14,779496,Card,REF-000695,True
696,344.0,27,2025-10-06,345440,Check,REF-000696,True
697,344.0,27,2025-10-11,823414,Wire,REF-000697,True
698,345.0,27,2025-11-22,1032617,Card,REF-000698,True
699,346.0,27,2025-12-05,359037,Wire,REF-000699,True
700,346.0,27,2025-11-16,171530,Wire,REF-000700,True
701,346.0,27,2025-12-08,329108,Card,REF-000701,True
702,347.0,28,2025-12-22,339332,ACH,REF-000702,True
703,348.0,28,2025-11-11,242695,ACH,REF-000703,True
704,348.0,28,2025-10-31,390799,Card,REF-000704,True
705,349.0,28,2025-11-03,1263615,Wire,REF-000705,True
706,350.0,28,2025-10-09,970474,ACH,REF-000706,True
707,350.0,28,2025-09-29,856780,Wire,REF-000707,True
708,350.0,28,2025-10-01,625224,Check,REF-000708,True
709,351.0,28,2025-10-15,121998,ACH,REF-000709,True
710,352.0,28,2025-12-02,14093,Check,REF-000710,True
711,352.0,28,2025-11-17,15683,Card,REF-000711,True
712,353.0,28,2025-11-17,1763915,Wire,REF-000712,True
713,353.0,28,2025-12-28,545249,Card,REF-000713,True
714,353.0,28,2025-11-24,827441,ACH,REF-000714,True
715,354.0,28,2025-10-27,138781,Check,REF-000715,True
716,354.0,28,2025-10-20,54770,ACH,REF-000716,True
717,354.0,28,2025-10-28,41435,ACH,REF-000717,True
718,355.0,28,2025-11-23,345769,Wire,REF-000718,True
719,355.0,28,2025-12-03,110043,ACH,REF-000719,True
720,355.0,28,2026-01-05,124679,Check,REF-000720,True
721,356.0,28,2025-09-27,577239,Card,REF-000721,True
722,356.0,28,2025-10-21,208810,ACH,REF-000722,True
723,356.0,28,2025-10-15,270938,Check,REF-000723,True
724,357.0,28,2025-09-17,904825,Card,REF-000724,True
725,358.0,28,2025-11-21,524659,Wire,REF-000725,True
726,358.0,28,2026-01-06,645875,Wire,REF-000726,True
727,359.0,29,2025-12-04,280685,Card,REF-000727,True
728,359.0,29,2025-11-14,141776,ACH,REF-000728,True
729,359.0,29,2025-11-17,97534,ACH,REF-000729,True
730,360.0,29,2025-09-24,596566,Wire,REF-000730,True
731,360.0,29,2025-08-14,1635697,Check,REF-000731,True
732,361.0,29,2025-10-24,175546,Check,REF-000732,True
733,361.0,29,2025-09-29,51989,Check,REF-000733,True
734,361.0,29,2025-10-10,178908,ACH,REF-000734,True
735,362.0,29,2025-11-10,368166,Check,REF-000735,True
736,363.0,29,2025-09-08,33010,Card,REF-000736,True
737,363.0,29,2025-10-07,55068,Check,REF-000737,True
738,363.0,29,2025-08-31,41668,ACH,REF-000738,True
739,364.0,29,2025-10-09,126052,ACH,REF-000739,True
740,364.0,29,2025-09-25,205644,Wire,REF-000740,True
741,365.0,29,2025-11-12,252302,Check,REF-000741,True
742,365.0,29,2025-10-06,888665,Wire,REF-000742,True
743,366.0,29,2025-11-30,666745,ACH,REF-000743,True
744,366.0,29,2025-11-20,903406,Check,REF-000744,True
745,367.0,29,2025-10-09,37296,Wire,REF-000745,True
746,367.0,29,2025-11-15,32476,Wire,REF-000746,True
747,367.0,29,2025-11-03,22752,Wire,REF-000747,True
748,368.0,29,2025-10-09,32324,Check,REF-000748,True
749,368.0,29,2025-10-27,69043,Wire,REF-000749,True
750,369.0,29,2025-12-05,942991,ACH,REF-000750,True
751,369.0,29,2025-11-29,628820,Card,REF-000751,True
752,370.0,29,2025-11-24,1022728,Card,REF-000752,True
753,371.0,29,2025-11-12,199762,Check,REF-000753,True
754,371.0,29,2025-11-13,162682,Card,REF-000754,True
755,371.0,29,2025-11-20,190898,Card,REF-000755,True
756,372.0,29,2025-08-24,868811,Card,REF-000756,True
757,372.0,29,2025-09-22,687814,Card,REF-000757,True
758,372.0,29,2025-08-04,1037734,Check,REF-000758,True
759,373.0,29,2025-12-01,801240,Wire,REF-000759,True
760,374.0,30,2025-10-30,981132,Check,REF-000760,True
761,374.0,30,2025-09-23,1423146,ACH,REF-000761,True
762,375.0,30,2025-08-26,475841,Check,REF-000762,True
763,376.0,30,2026-01-08,794759,Wire,REF-000763,True
764,376.0,30,2025-12-11,872185,Check,REF-000764,True
765,376.0,30,2025-12-14,625485,ACH,REF-000765,True
766,377.0,30,2025-09-01,826179,Check,REF-000766,True
767,377.0,30,2025-08-23,566098,Card,REF-000767,True
768,377.0,30,2025-08-19,670774,Check,REF-000768,True
769,378.0,30,2025-11-14,759402,Wire,REF-000769,True
770,379.0,30,2025-09-27,688739,Check,REF-000770,True
771,379.0,30,2025-09-27,309560,ACH,REF-000771,True
772,379.0,30,2025-09-04,389718,Card,REF-000772,True
773,380.0,30,2025-10-29,151183,Check,REF-000773,True
774,380.0,30,2025-11-06,493647,Card,REF-000774,True
775,381.0,30,2025-11-11,299976,Check,REF-000775,True
776,381.0,30,2025-11-20,532986,ACH,REF-000776,True
777,382.0,30,2025-12-22,748008,Card,REF-000777,True
778,382.0,30,2025-12-19,161673,Wire,REF-000778,True
779,382.0,30,2025-11-22,489730,ACH,REF-000779,True
780,383.0,30,2025-10-10,113401,Wire,REF-000780,True
781,384.0,30,2025-12-19,339898,Card,REF-000781,True
782,384.0,30,2025-11-11,283286,ACH,REF-000782,True
783,385.0,31,2025-10-24,253009,Card,REF-000783,True
784,385.0,31,2025-10-29,261540,ACH,REF-000784,True
785,385.0,31,2025-09-05,603724,Card,REF-000785,True
786,386.0,31,2025-11-01,738737,Card,REF-000786,True
787,386.0,31,2025-11-15,329757,Wire,REF-000787,True
788,386.0,31,2025-11-22,323389,Card,REF-000788,True
789,387.0,31,2025-09-03,1153573,Wire,REF-000789,True
790,388.0,31,2025-10-05,1051047,Wire,REF-000790,True
791,389.0,31,2025-11-17,881569,Wire,REF-000791,True
792,390.0,31,2025-10-09,82327,Card,REF-000792,True
793,390.0,31,2025-10-17,41544,Check,REF-000793,True
794,390.0,31,2025-10-01,45128,Card,REF-000794,True
795,391.0,31,2025-08-08,286141,Card,REF-000795,True
796,391.0,31,2025-08-05,595366,Check,REF-000796,True
797,392.0,32,2025-10-03,123542,Wire,REF-000797,True
798,392.0,32,2025-09-24,63721,Check,REF-000798,True
799,392.0,32,2025-09-27,85775,Wire,REF-000799,True
800,393.0,32,2025-10-20,21975,ACH,REF-000800,True
801,393.0,32,2025-11-24,8194,Wire,REF-000801,True
802,393.0,32,2025-10-12,11808,ACH,REF-000802,True
803,394.0,32,2025-12-06,295240,Wire,REF-000803,True
804,395.0,32,2025-09-27,72985,Wire,REF-000804,True
805,396.0,32,2025-12-13,732417,Card,REF-000805,True
806,396.0,32,2025-11-24,371745,Card,REF-000806,True
807,396.0,32,2025-10-19,709634,ACH,REF-000807,True
808,397.0,32,2025-11-21,3770682,Card,REF-000808,True
809,398.0,32,2025-12-16,404862,ACH,REF-000809,True
810,398.0,32,2025-11-08,1426401,Wire,REF-000810,True
811,399.0,33,2025-10-16,431803,Wire,REF-000811,True
812,399.0,33,2025-10-19,975165,Card,REF-000812,True
813,400.0,33,2025-09-26,2859978,Wire,REF-000813,True
814,401.0,33,2025-11-04,206494,Card,REF-000814,True
815,402.0,33,2025-11-06,1149451,Wire,REF-000815,True
816,402.0,33,2025-11-27,720403,Card,REF-000816,True
817,402.0,33,2025-10-13,639344,Wire,REF-000817,True
818,403.0,33,2025-12-04,365043,ACH,REF-000818,True
819,404.0,33,2025-11-21,411594,Check,REF-000819,True
820,404.0,33,2026-01-03,438993,Check,REF-000820,True
821,405.0,34,2026-01-02,157799,Check,REF-000821,True
822,405.0,34,2025-12-14,258874,ACH,REF-000822,True
823,406.0,34,2025-10-07,390994,ACH,REF-000823,True
824,407.0,34,2025-10-14,136224,Card,REF-000824,True
825,407.0,34,2025-10-19,75468,Card,REF-000825,True
826,407.0,34,2025-10-28,144743,Card,REF-000826,True
827,408.0,34,2025-10-09,490231,Card,REF-000827,True
828,409.0,34,2025-09-08,29557,ACH,REF-000828,True
829,409.0,34,2025-10-01,74615,ACH,REF-000829,True
830,410.0,34,2025-10-16,369022,Check,REF-000830,True
831,411.0,34,2025-10-15,2033768,Check,REF-000831,True
832,412.0,34,2025-11-18,276906,ACH,REF-000832,True
833,412.0,34,2025-09-25,103127,ACH,REF-000833,True
834,412.0,34,2025-11-08,233405,Check,REF-000834,True
835,413.0,34,2025-10-18,247089,Card,REF-000835,True
836,414.0,34,2025-11-11,146215,Check,REF-000836,True
837,414.0,34,2026-01-06,219987,Check,REF-000837,True
838,415.0,35,2025-09-23,181040,Card,REF-000838,True
839,415.0,35,2025-09-20,462306,Card,REF-000839,True
840,416.0,35,2025-11-16,511399,Wire,REF-000840,True
841,416.0,35,2025-12-09,269993,Card,REF-000841,True
842,416.0,35,2026-01-07,468718,Card,REF-000842,True
843,417.0,35,2025-11-14,144200,Wire,REF-000843,True
844,417.0,35,2025-10-24,143094,Check,REF-000844,True
845,417.0,35,2025-10-12,115028,Wire,REF-000845,True
846,418.0,35,2025-10-26,28846,ACH,REF-000846,True
847,418.0,35,2025-09-18,22154,Card,REF-000847,True
848,418.0,35,2025-10-03,62159,Check,REF-000848,True
849,419.0,35,2025-11-25,659796,ACH,REF-000849,True
850,419.0,35,2025-11-28,534073,ACH,REF-000850,True
851,420.0,35,2025-11-05,228712,Wire,REF-000851,True
852,420.0,35,2025-10-04,684476,Card,REF-000852,True
853,421.0,35,2025-10-19,371534,ACH,REF-000853,True
854,421.0,35,2025-10-13,179319,Check,REF-000854,True
855,421.0,35,2025-11-03,252072,Card,REF-000855,True
856,422.0,35,2025-11-13,168686,Check,REF-000856,True
857,422.0,35,2025-10-28,598638,Card,REF-000857,True
858,423.0,35,2025-10-26,56097,Check,REF-000858,True
859,423.0,35,2025-09-29,56455,ACH,REF-000859,True
860,423.0,35,2025-10-09,136780,Card,REF-000860,True
861,424.0,35,2025-11-01,929824,Check,REF-000861,True
862,424.0,35,2025-11-09,674660,ACH,REF-000862,True
863,425.0,35,2025-11-25,747315,ACH,REF-000863,True
864,425.0,35,2025-10-29,1280142,Wire,REF-000864,True
865,425.0,35,2025-10-08,1247084,Wire,REF-000865,True
866,426.0,36,2026-01-04,660845,Check,REF-000866,True
867,426.0,36,2025-12-07,463849,Card,REF-000867,True
868,427.0,36,2025-10-24,54264,Card,REF-000868,True
869,428.0,36,2025-11-17,69042,Check,REF-000869,True
870,428.0,36,2025-11-30,69086,Check,REF-000870,True
871,429.0,36,2025-11-26,1341874,Card,REF-000871,True
872,429.0,36,2026-01-01,288817,Card,REF-000872,True
873,429.0,36,2025-12-23,650728,Check,REF-000873,True
874,430.0,36,2025-10-27,137563,ACH,REF-000874,True
875,431.0,36,2025-11-28,540637,ACH,REF-000875,True
876,431.0,36,2025-11-22,580101,Card,REF-000876,True
877,432.0,36,2025-11-01,2087300,Card,REF-000877,True
878,433.0,36,2025-09-28,163674,Check,REF-000878,True
879,433.0,36,2025-10-09,131737,Check,REF-000879,True
880,433.0,36,2025-10-31,482748,ACH,REF-000880,True
881,434.0,36,2025-12-26,138864,Card,REF-000881,True
882,434.0,36,2025-11-29,138601,Wire,REF-000882,True
883,434.0,36,2025-12-18,131503,ACH,REF-000883,True
884,435.0,36,2025-08-22,208175,Check,REF-000884,True
885,435.0,36,2025-09-04,178673,ACH,REF-000885,True
886,436.0,36,2025-11-14,264346,Wire,REF-000886,True
887,436.0,36,2025-11-24,157544,ACH,REF-000887,True
888,436.0,36,2025-11-22,112264,ACH,REF-000888,True
889,437.0,36,2025-12-28,642625,Card,REF-000889,True
890,438.0,37,2025-09-15,26561,ACH,REF-000890,True
891,438.0,37,2025-10-18,47773,Wire,REF-000891,True
892,438.0,37,2025-11-07,40151,Wire,REF-000892,True
893,439.0,37,2025-09-03,710901,Check,REF-000893,True
894,439.0,37,2025-08-24,205827,Card,REF-000894,True
895,439.0,37,2025-10-02,330215,Wire,REF-000895,True
896,440.0,37,2025-11-13,806289,ACH,REF-000896,True
897,441.0,37,2025-11-03,75312,Check,REF-000897,True
898,442.0,37,2025-09-05,157392,ACH,REF-000898,True
899,443.0,37,2025-08-08,497036,Wire,REF-000899,True
900,443.0,37,2025-08-13,280166,ACH,REF-000900,True
901,443.0,37,2025-10-06,283050,ACH,REF-000901,True
902,444.0,37,2025-11-17,47677,Card,REF-000902,True
903,445.0,37,2025-11-11,78462,Check,REF-000903,True
904,445.0,37,2025-11-16,32501,ACH,REF-000904,True
905,445.0,37,2025-11-06,44592,ACH,REF-000905,True
906,446.0,37,2025-08-24,2081753,Wire,REF-000906,True
907,447.0,37,2025-08-06,1178330,Card,REF-000907,True
908,447.0,37,2025-08-23,699262,ACH,REF-000908,True
909,447.0,37,2025-08-28,626358,Check,REF-000909,True
910,448.0,37,2025-11-20,137783,Card,REF-000910,True
911,448.0,37,2025-11-27,300091,Wire,REF-000911,True
912,448.0,37,2025-11-22,243058,Wire,REF-000912,True
913,449.0,37,2025-10-02,1113503,Card,REF-000913,True
914,450.0,37,2025-08-24,1010668,Wire,REF-000914,True
915,450.0,37,2025-08-15,274743,ACH,REF-000915,True
916,450.0,37,2025-08-07,543246,Wire,REF-000916,True
917,451.0,37,2025-10-19,1978827,ACH,REF-000917,True
918,452.0,37,2025-12-09,451863,ACH,REF-000918,True
919,452.0,37,2025-11-24,957284,Check,REF-000919,True
920,453.0,37,2025-12-14,161252,ACH,REF-000920,True
921,453.0,37,2025-12-13,600633,ACH,REF-000921,True
922,454.0,38,2025-11-09,2137004,Check,REF-000922,True
923,455.0,38,2025-12-09,93696,Check,REF-000923,True
924,455.0,38,2025-12-24,74460,ACH,REF-000924,True
925,455.0,38,2025-12-03,61463,Wire,REF-000925,True
926,456.0,38,2025-10-05,49082,Wire,REF-000926,True
927,457.0,38,2025-08-31,361689,ACH,REF-000927,True
928,457.0,38,2025-09-26,415947,Card,REF-000928,True
929,458.0,38,2025-12-15,398492,Card,REF-000929,True
930,458.0,38,2025-11-26,700657,Card,REF-000930,True
931,459.0,38,2025-10-08,407333,Card,REF-000931,True
932,459.0,38,2025-11-08,371310,Wire,REF-000932,True
933,460.0,38,2025-12-01,76826,Card,REF-000933,True
934,460.0,38,2025-11-08,53688,Wire,REF-000934,True
935,460.0,38,2025-12-06,74224,Wire,REF-000935,True
936,461.0,38,2025-08-28,1256670,Check,REF-000936,True
937,462.0,38,2025-10-04,2156583,Card,REF-000937,True
938,463.0,38,2025-08-28,273118,Check,REF-000938,True
939,463.0,38,2025-09-25,270355,Wire,REF-000939,True
940,464.0,38,2025-11-04,35971,ACH,REF-000940,True
941,464.0,38,2025-10-30,65075,Wire,REF-000941,True
